id	reg	date_pass	tranche_age	nb_pass_suspit	nb_pass_tot	nb_hospit	nb_pass_h	nb_paas_f	nb_pass_tot_h	nb_pass_tot_f	nb_hospit_h	nb_hospit_f	nb_acte	nb_acte_tot	nb_acte_h	nb_acte_f	nb_acte_tot_h	nb_acte_tot_f
3683	52	2020-03-25	D	26.0	103.0	19.0							5.0	24.0				
3684	52	2020-03-25	E	30.0	180.0	28.0							7.0	49.0				
3685	53	2020-03-25	0	123.0	1151.0	47.0	52.0	71.0	579.0	572.0	23.0	24.0	22.0	253.0	8.0	13.0	111.0	141.0
3686	53	2020-03-25	A	1.0	177.0									34.0				
3687	53	2020-03-25	B	41.0	380.0	5.0							17.0	129.0				
3688	53	2020-03-25	C	36.0	239.0	11.0							3.0	42.0				
3689	53	2020-03-25	D	22.0	137.0	13.0							1.0	22.0				
3690	53	2020-03-25	E	23.0	216.0	18.0							1.0	26.0				
3691	75	2020-03-25	0	269.0	1932.0	100.0	108.0	161.0	1005.0	927.0	49.0	51.0	144.0	852.0	70.0	74.0	366.0	486.0
3692	75	2020-03-25	A	5.0	242.0	5.0							11.0	153.0				
3693	75	2020-03-25	B	98.0	571.0	10.0							82.0	356.0				
3694	75	2020-03-25	C	87.0	478.0	28.0							37.0	170.0				
3695	75	2020-03-25	D	32.0	227.0	23.0							8.0	67.0				
3696	75	2020-03-25	E	47.0	414.0	34.0							6.0	105.0				
3697	76	2020-03-25	0	140.0	1934.0	59.0	62.0	78.0	991.0	943.0	31.0	28.0	67.0	346.0	24.0	43.0	134.0	212.0
3698	76	2020-03-25	A	17.0	250.0	4.0							6.0	62.0				
3699	76	2020-03-25	B	39.0	658.0	7.0							49.0	170.0				
3700	76	2020-03-25	C	44.0	474.0	18.0							8.0	64.0				
3701	76	2020-03-25	D	20.0	213.0	13.0							2.0	22.0				
3702	76	2020-03-25	E	20.0	339.0	17.0							2.0	28.0				
3703	84	2020-03-25	0	476.0	2603.0	241.0	222.0	254.0	1336.0	1267.0	129.0	112.0	176.0	779.0	80.0	96.0	316.0	463.0
3704	84	2020-03-25	A	1.0	343.0	1.0							10.0	102.0				
3705	84	2020-03-25	B	162.0	905.0	35.0							90.0	361.0				
3706	84	2020-03-25	C	147.0	624.0	68.0							39.0	145.0				
3707	84	2020-03-25	D	71.0	287.0	52.0							13.0	57.0				
3708	84	2020-03-25	E	95.0	444.0	85.0							24.0	114.0				
3709	93	2020-03-25	0	277.0	2032.0	139.0	119.0	158.0	964.0	1068.0	68.0	71.0	138.0	669.0	53.0	85.0	281.0	387.0
3710	93	2020-03-25	A	2.0	281.0	1.0							17.0	124.0				
3711	93	2020-03-25	B	95.0	683.0	24.0							82.0	279.0				
3712	93	2020-03-25	C	93.0	527.0	42.0							19.0	132.0				
3713	93	2020-03-25	D	44.0	238.0	33.0							8.0	56.0				
3714	93	2020-03-25	E	43.0	303.0	39.0							12.0	77.0				
3715	94	2020-03-25	0	48.0	119.0	47.0	24.0	24.0	60.0	59.0	23.0	24.0	20.0	44.0	7.0	13.0	18.0	26.0
3716	94	2020-03-25	A	1.0	6.0								2.0	3.0				
3717	94	2020-03-25	B	19.0	50.0	19.0							11.0	23.0				
3718	94	2020-03-25	C	19.0	39.0	19.0							3.0	9.0				
3719	94	2020-03-25	D	3.0	9.0	3.0							3.0	6.0				
3720	94	2020-03-25	E	6.0	15.0	6.0							1.0	3.0				
3721	01	2020-03-26	0	7.0	162.0	3.0	2.0	5.0	68.0	94.0	1.0	2.0						
3722	01	2020-03-26	A		19.0													
3723	01	2020-03-26	B	4.0	68.0													
3724	01	2020-03-26	C	2.0	36.0	2.0												
3725	01	2020-03-26	D		19.0													
3726	01	2020-03-26	E	1.0	20.0	1.0												
3727	02	2020-03-26	0										1.0	115.0		1.0	35.0	80.0
3728	02	2020-03-26	A											13.0				
3729	02	2020-03-26	B										1.0	35.0				
3730	02	2020-03-26	C											25.0				
3731	02	2020-03-26	D											18.0				
3732	02	2020-03-26	E											24.0				
3733	03	2020-03-26	0	1.0	136.0		1.0		77.0	59.0								
3734	03	2020-03-26	A		21.0													
3735	03	2020-03-26	B		78.0													
3736	03	2020-03-26	C	1.0	20.0													
3737	03	2020-03-26	D		9.0													
3738	03	2020-03-26	E		8.0													
3739	04	2020-03-26	0	11.0	251.0	4.0	5.0	6.0	152.0	99.0	2.0	2.0						
3740	04	2020-03-26	A		45.0													
3741	04	2020-03-26	B	2.0	89.0	1.0												
3742	04	2020-03-26	C	6.0	66.0	1.0												
3743	04	2020-03-26	D		23.0													
3744	04	2020-03-26	E	3.0	28.0	2.0												
3745	06	2020-03-26	0	9.0	65.0	2.0	6.0	3.0	32.0	33.0		2.0						
3746	06	2020-03-26	A		20.0													
3747	06	2020-03-26	B	5.0	27.0													
3748	06	2020-03-26	C	1.0	8.0													
3749	06	2020-03-26	D	2.0	9.0	1.0												
3750	06	2020-03-26	E	1.0	1.0	1.0												
3751	07	2020-03-26	0		6.0				5.0	1.0								
3752	07	2020-03-26	A		2.0													
3753	07	2020-03-26	B		4.0													
3754	07	2020-03-26	C															
3755	07	2020-03-26	D															
3756	07	2020-03-26	E															
3757	08	2020-03-26	0	1.0	7.0	1.0		1.0	3.0	4.0		1.0						
3758	08	2020-03-26	A		1.0													
3759	08	2020-03-26	B		3.0													
3760	08	2020-03-26	C	1.0	3.0	1.0												
3761	08	2020-03-26	D															
3762	08	2020-03-26	E															
3763	11	2020-03-26	0	1661.0	4904.0	586.0	881.0	780.0	2581.0	2322.0	370.0	216.0	337.0	1078.0	153.0	184.0	476.0	601.0
3764	11	2020-03-26	A	9.0	547.0	1.0							18.0	161.0				
3765	11	2020-03-26	B	645.0	1927.0	94.0							151.0	403.0				
3766	11	2020-03-26	C	644.0	1433.0	234.0							111.0	279.0				
3767	11	2020-03-26	D	186.0	447.0	118.0							30.0	90.0				
3768	11	2020-03-26	E	177.0	549.0	139.0							26.0	144.0				
3769	24	2020-03-26	0	89.0	858.0	18.0	43.0	46.0	428.0	428.0	11.0	7.0	32.0	210.0	10.0	22.0	99.0	111.0
3770	24	2020-03-26	A		116.0								2.0	26.0				
3771	24	2020-03-26	B	30.0	300.0	3.0							24.0	123.0				
3772	24	2020-03-26	C	25.0	204.0	5.0							4.0	31.0				
3773	24	2020-03-26	D	15.0	67.0	7.0							1.0	10.0				
3774	24	2020-03-26	E	19.0	171.0	3.0							1.0	20.0				
3775	27	2020-03-26	0	313.0	1162.0	119.0	136.0	177.0	561.0	601.0	71.0	48.0	26.0	157.0	10.0	16.0	60.0	97.0
3776	27	2020-03-26	A	3.0	113.0	1.0							2.0	23.0				
3777	27	2020-03-26	B	96.0	345.0	10.0							16.0	80.0				
3778	27	2020-03-26	C	104.0	316.0	23.0							6.0	35.0				
3779	27	2020-03-26	D	44.0	147.0	33.0								5.0				
3780	27	2020-03-26	E	66.0	241.0	52.0							2.0	14.0				
3781	28	2020-03-26	0	114.0	1105.0	52.0	45.0	69.0	596.0	509.0	27.0	25.0	66.0	283.0	34.0	32.0	133.0	150.0
3782	28	2020-03-26	A	5.0	182.0								1.0	46.0				
3783	28	2020-03-26	B	48.0	373.0	14.0							46.0	138.0				
3784	28	2020-03-26	C	30.0	238.0	13.0							13.0	53.0				
3785	28	2020-03-26	D	13.0	104.0	11.0							3.0	15.0				
3786	28	2020-03-26	E	18.0	208.0	14.0							3.0	31.0				
3787	32	2020-03-26	0	286.0	1819.0	123.0	128.0	158.0	908.0	910.0	68.0	55.0	121.0	522.0	52.0	69.0	245.0	277.0
3788	32	2020-03-26	A	15.0	279.0	3.0							12.0	112.0				
3789	32	2020-03-26	B	88.0	597.0	15.0							83.0	259.0				
3790	32	2020-03-26	C	76.0	419.0	29.0							21.0	100.0				
3791	32	2020-03-26	D	47.0	233.0	28.0								19.0				
3792	32	2020-03-26	E	60.0	291.0	48.0							5.0	30.0				
3793	44	2020-03-26	0	584.0	2003.0	301.0	295.0	289.0	1036.0	967.0	192.0	109.0	201.0	636.0	81.0	120.0	283.0	353.0
3794	44	2020-03-26	A	4.0	211.0	2.0							4.0	77.0				
3795	44	2020-03-26	B	145.0	556.0	17.0							94.0	263.0				
3796	44	2020-03-26	C	191.0	545.0	96.0							57.0	150.0				
3797	44	2020-03-26	D	114.0	283.0	76.0							28.0	71.0				
3798	44	2020-03-26	E	130.0	408.0	110.0							18.0	72.0				
3799	52	2020-03-26	0	179.0	992.0	91.0	88.0	91.0	504.0	488.0	48.0	43.0	71.0	349.0	26.0	45.0	157.0	192.0
3800	52	2020-03-26	A	3.0	149.0								3.0	61.0				
3801	52	2020-03-26	B	62.0	331.0	14.0							38.0	140.0				
3802	52	2020-03-26	C	51.0	221.0	24.0							17.0	60.0				
3803	52	2020-03-26	D	26.0	113.0	22.0							6.0	30.0				
3804	52	2020-03-26	E	37.0	178.0	31.0							7.0	58.0				
3805	53	2020-03-26	0	103.0	1043.0	40.0	48.0	55.0	532.0	511.0	20.0	20.0	17.0	238.0	4.0	13.0	95.0	143.0
3806	53	2020-03-26	A	3.0	156.0								1.0	40.0				
3807	53	2020-03-26	B	39.0	361.0	10.0							12.0	111.0				
3808	53	2020-03-26	C	33.0	252.0	7.0							2.0	43.0				
3809	53	2020-03-26	D	14.0	95.0	11.0							1.0	18.0				
3810	53	2020-03-26	E	14.0	179.0	12.0							1.0	26.0				
3811	75	2020-03-26	0	275.0	1925.0	112.0	117.0	158.0	982.0	943.0	61.0	51.0	149.0	782.0	67.0	82.0	331.0	451.0
3812	75	2020-03-26	A	5.0	237.0	3.0							14.0	142.0				
3813	75	2020-03-26	B	105.0	597.0	15.0							77.0	324.0				
3814	75	2020-03-26	C	87.0	443.0	34.0							43.0	162.0				
3815	75	2020-03-26	D	37.0	253.0	24.0							7.0	48.0				
3816	75	2020-03-26	E	41.0	395.0	36.0							8.0	106.0				
3817	76	2020-03-26	0	146.0	1787.0	69.0	68.0	78.0	897.0	890.0	46.0	23.0	66.0	315.0	30.0	36.0	133.0	182.0
3818	76	2020-03-26	A	22.0	196.0	7.0							5.0	56.0				
3819	76	2020-03-26	B	43.0	612.0	8.0							38.0	157.0				
3820	76	2020-03-26	C	33.0	445.0	13.0							17.0	65.0				
3821	76	2020-03-26	D	13.0	193.0	10.0							5.0	16.0				
3822	76	2020-03-26	E	35.0	341.0	31.0							1.0	21.0				
3823	84	2020-03-26	0	502.0	2493.0	272.0	234.0	268.0	1255.0	1238.0	148.0	124.0	150.0	716.0	61.0	89.0	310.0	406.0
3824	84	2020-03-26	A	2.0	311.0	1.0							9.0	90.0				
3825	84	2020-03-26	B	154.0	863.0	35.0							63.0	294.0				
3826	84	2020-03-26	C	164.0	590.0	82.0							47.0	158.0				
3827	84	2020-03-26	D	81.0	287.0	68.0							14.0	64.0				
3828	84	2020-03-26	E	101.0	442.0	86.0							17.0	109.0				
3829	93	2020-03-26	0	292.0	1998.0	152.0	129.0	163.0	978.0	1020.0	81.0	71.0	142.0	688.0	53.0	89.0	271.0	417.0
3830	93	2020-03-26	A	5.0	248.0	1.0							26.0	153.0				
3831	93	2020-03-26	B	87.0	704.0	23.0							67.0	249.0				
3832	93	2020-03-26	C	102.0	507.0	48.0							33.0	142.0				
3833	93	2020-03-26	D	41.0	202.0	29.0							6.0	48.0				
3834	93	2020-03-26	E	57.0	337.0	51.0							10.0	96.0				
3835	94	2020-03-26	0	67.0	153.0	67.0	27.0	40.0	63.0	90.0	27.0	40.0	15.0	36.0	10.0	5.0	17.0	19.0
3836	94	2020-03-26	A	1.0	6.0	1.0							1.0	2.0				
3837	94	2020-03-26	B	29.0	60.0	29.0							12.0	21.0				
3838	94	2020-03-26	C	29.0	51.0	29.0							1.0	7.0				
3839	94	2020-03-26	D	6.0	17.0	6.0								2.0				
3840	94	2020-03-26	E	2.0	19.0	2.0							1.0	4.0				
3841	01	2020-03-27	0	7.0	138.0	2.0	3.0	4.0	62.0	76.0	1.0	1.0						
3842	01	2020-03-27	A	1.0	23.0													
3843	01	2020-03-27	B	5.0	57.0	1.0												
3844	01	2020-03-27	C		32.0													
3845	01	2020-03-27	D	1.0	8.0	1.0												
3846	01	2020-03-27	E		18.0													
3847	02	2020-03-27	0											95.0			29.0	66.0
3848	02	2020-03-27	A											11.0				
3849	02	2020-03-27	B											29.0				
3850	02	2020-03-27	C											21.0				
3851	02	2020-03-27	D											13.0				
3852	02	2020-03-27	E											21.0				
3853	03	2020-03-27	0	1.0	162.0		1.0		84.0	78.0								
3854	03	2020-03-27	A	1.0	40.0													
3855	03	2020-03-27	B		76.0													
3856	03	2020-03-27	C		28.0													
3857	03	2020-03-27	D		11.0													
3858	03	2020-03-27	E		7.0													
3859	04	2020-03-27	0	7.0	261.0	3.0	5.0	2.0	149.0	112.0	2.0	1.0						
3860	04	2020-03-27	A		57.0													
3861	04	2020-03-27	B	2.0	83.0													
3862	04	2020-03-27	C	5.0	73.0	3.0												
3863	04	2020-03-27	D		20.0													
3864	04	2020-03-27	E		28.0													
3865	06	2020-03-27	0	22.0	91.0	3.0	10.0	12.0	53.0	38.0	1.0	2.0						
3866	06	2020-03-27	A	1.0	13.0													
3867	06	2020-03-27	B	12.0	49.0	2.0												
3868	06	2020-03-27	C	8.0	22.0	1.0												
3869	06	2020-03-27	D	1.0	5.0													
3870	06	2020-03-27	E		2.0													
3871	07	2020-03-27	0	1.0	12.0	1.0	1.0		8.0	4.0	1.0							
3872	07	2020-03-27	A															
3873	07	2020-03-27	B	1.0	6.0	1.0												
3874	07	2020-03-27	C		4.0													
3875	07	2020-03-27	D		1.0													
3876	07	2020-03-27	E		1.0													
3877	08	2020-03-27	0	2.0	13.0	1.0	1.0	1.0	9.0	4.0	1.0							
3878	08	2020-03-27	A	1.0	1.0	1.0												
3879	08	2020-03-27	B		5.0													
3880	08	2020-03-27	C	1.0	4.0													
3881	08	2020-03-27	D		2.0													
3882	08	2020-03-27	E		1.0													
3883	11	2020-03-27	0	2092.0	5536.0	718.0	1082.0	1010.0	2933.0	2603.0	454.0	264.0	413.0	1270.0	194.0	219.0	556.0	712.0
3884	11	2020-03-27	A	19.0	615.0	7.0							20.0	185.0				
3885	11	2020-03-27	B	830.0	2210.0	107.0							185.0	504.0				
3886	11	2020-03-27	C	808.0	1664.0	297.0							141.0	342.0				
3887	11	2020-03-27	D	222.0	455.0	141.0							43.0	113.0				
3888	11	2020-03-27	E	213.0	592.0	166.0							24.0	125.0				
3889	24	2020-03-27	0	144.0	979.0	43.0	63.0	81.0	492.0	487.0	22.0	21.0	12.0	211.0	4.0	8.0	95.0	116.0
3890	24	2020-03-27	A		119.0									33.0				
3891	24	2020-03-27	B	46.0	331.0	3.0							10.0	114.0				
3892	24	2020-03-27	C	53.0	222.0	15.0							1.0	36.0				
3893	24	2020-03-27	D	19.0	103.0	9.0							1.0	15.0				
3894	24	2020-03-27	E	26.0	204.0	16.0								12.0				
3895	27	2020-03-27	0	368.0	1263.0	182.0	158.0	210.0	614.0	649.0	103.0	79.0	76.0	204.0	26.0	50.0	75.0	129.0
3896	27	2020-03-27	A	4.0	129.0	1.0							6.0	22.0				
3897	27	2020-03-27	B	119.0	392.0	21.0							45.0	105.0				
3898	27	2020-03-27	C	112.0	320.0	54.0							20.0	46.0				
3899	27	2020-03-27	D	59.0	174.0	48.0							4.0	16.0				
3900	27	2020-03-27	E	74.0	248.0	58.0							1.0	15.0				
3901	28	2020-03-27	0	145.0	1284.0	37.0	61.0	84.0	648.0	636.0	23.0	14.0	108.0	295.0	37.0	71.0	106.0	189.0
3902	28	2020-03-27	A	7.0	200.0								9.0	50.0				
3903	28	2020-03-27	B	55.0	429.0	6.0							74.0	155.0				
3904	28	2020-03-27	C	51.0	304.0	12.0							20.0	53.0				
3905	28	2020-03-27	D	12.0	122.0	8.0							2.0	11.0				
3906	28	2020-03-27	E	20.0	229.0	11.0							3.0	26.0				
3907	32	2020-03-27	0	441.0	2065.0	140.0	195.0	246.0	1004.0	1061.0	77.0	63.0	143.0	658.0	56.0	87.0	276.0	381.0
3908	32	2020-03-27	A	13.0	261.0	3.0							18.0	126.0				
3909	32	2020-03-27	B	166.0	771.0	27.0							91.0	349.0				
3910	32	2020-03-27	C	142.0	494.0	37.0							22.0	101.0				
3911	32	2020-03-27	D	54.0	224.0	30.0							4.0	29.0				
3912	32	2020-03-27	E	66.0	315.0	43.0							8.0	49.0				
3913	44	2020-03-27	0	609.0	2125.0	350.0	298.0	311.0	1073.0	1051.0	220.0	130.0	206.0	678.0	76.0	128.0	282.0	394.0
3914	44	2020-03-27	A	4.0	239.0	1.0							8.0	77.0				
3915	44	2020-03-27	B	161.0	621.0	30.0							112.0	326.0				
3916	44	2020-03-27	C	204.0	573.0	115.0							54.0	154.0				
3917	44	2020-03-27	D	111.0	289.0	90.0							13.0	44.0				
3918	44	2020-03-27	E	129.0	403.0	114.0							19.0	77.0				
3919	52	2020-03-27	0	238.0	1125.0	106.0	102.0	136.0	557.0	568.0	56.0	50.0	94.0	390.0	29.0	65.0	164.0	226.0
3920	52	2020-03-27	A	6.0	158.0	1.0							12.0	85.0				
3921	52	2020-03-27	B	89.0	375.0	17.0							52.0	166.0				
3922	52	2020-03-27	C	66.0	269.0	26.0							17.0	66.0				
3923	52	2020-03-27	D	29.0	118.0	20.0							7.0	24.0				
3924	52	2020-03-27	E	48.0	205.0	42.0							6.0	48.0				
3925	53	2020-03-27	0	124.0	1178.0	42.0	45.0	79.0	584.0	594.0	22.0	20.0	34.0	268.0	9.0	25.0	106.0	162.0
3926	53	2020-03-27	A	5.0	174.0	3.0							3.0	33.0				
3927	53	2020-03-27	B	53.0	386.0	3.0							21.0	132.0				
3928	53	2020-03-27	C	36.0	257.0	14.0							6.0	59.0				
3929	53	2020-03-27	D	14.0	124.0	9.0							3.0	16.0				
3930	53	2020-03-27	E	16.0	237.0	13.0							1.0	28.0				
3931	75	2020-03-27	0	336.0	2089.0	143.0	147.0	189.0	1061.0	1028.0	78.0	65.0	237.0	1007.0	96.0	141.0	445.0	562.0
3932	75	2020-03-27	A	9.0	258.0	5.0							21.0	189.0				
3933	75	2020-03-27	B	121.0	652.0	27.0							132.0	435.0				
3934	75	2020-03-27	C	111.0	502.0	41.0							62.0	212.0				
3935	75	2020-03-27	D	39.0	237.0	24.0							11.0	74.0				
3936	75	2020-03-27	E	56.0	440.0	46.0							11.0	97.0				
3937	76	2020-03-27	0	168.0	2125.0	75.0	77.0	91.0	1087.0	1038.0	43.0	32.0	89.0	342.0	40.0	49.0	134.0	208.0
3938	76	2020-03-27	A	15.0	226.0	4.0							11.0	56.0				
3939	76	2020-03-27	B	40.0	754.0	7.0							55.0	178.0				
3940	76	2020-03-27	C	58.0	542.0	27.0							13.0	58.0				
3941	76	2020-03-27	D	25.0	250.0	18.0							6.0	24.0				
3942	76	2020-03-27	E	30.0	353.0	19.0							4.0	26.0				
3943	84	2020-03-27	0	718.0	2893.0	346.0	321.0	397.0	1413.0	1480.0	188.0	158.0	173.0	776.0	70.0	103.0	315.0	461.0
3944	84	2020-03-27	A	3.0	359.0	1.0							13.0	113.0				
3945	84	2020-03-27	B	246.0	987.0	45.0							96.0	354.0				
3946	84	2020-03-27	C	225.0	711.0	108.0							41.0	150.0				
3947	84	2020-03-27	D	93.0	301.0	66.0							17.0	63.0				
3948	84	2020-03-27	E	151.0	535.0	126.0							6.0	96.0				
3949	93	2020-03-27	0	361.0	2369.0	204.0	162.0	199.0	1143.0	1226.0	106.0	98.0	175.0	727.0	61.0	114.0	285.0	442.0
3950	93	2020-03-27	A	3.0	253.0								15.0	131.0				
3951	93	2020-03-27	B	111.0	857.0	32.0							83.0	330.0				
3952	93	2020-03-27	C	125.0	632.0	68.0							52.0	144.0				
3953	93	2020-03-27	D	49.0	220.0	37.0							11.0	50.0				
3954	93	2020-03-27	E	73.0	407.0	67.0							13.0	70.0				
3955	94	2020-03-27	0	70.0	149.0	68.0	29.0	41.0	66.0	83.0	28.0	40.0	18.0	38.0	7.0	11.0	18.0	20.0
3956	94	2020-03-27	A	1.0	11.0	1.0							2.0	8.0				
3957	94	2020-03-27	B	34.0	63.0	33.0							9.0	18.0				
3958	94	2020-03-27	C	15.0	34.0	14.0							5.0	8.0				
3959	94	2020-03-27	D	6.0	14.0	6.0							1.0	3.0				
3960	94	2020-03-27	E	14.0	27.0	14.0							1.0	1.0				
3961	01	2020-03-28	0	10.0	159.0	4.0	3.0	7.0	76.0	83.0	2.0	2.0						
3962	01	2020-03-28	A		25.0													
3963	01	2020-03-28	B	5.0	61.0													
3964	01	2020-03-28	C	2.0	43.0	2.0												
3965	01	2020-03-28	D	1.0	12.0	1.0												
3966	01	2020-03-28	E	2.0	18.0	1.0												
3967	02	2020-03-28	0										4.0	89.0	2.0	2.0	40.0	49.0
3968	02	2020-03-28	A										1.0	10.0				
3969	02	2020-03-28	B										2.0	29.0				
3970	02	2020-03-28	C										1.0	22.0				
3971	02	2020-03-28	D											11.0				
3972	02	2020-03-28	E											17.0				
3973	03	2020-03-28	0	1.0	169.0	1.0	1.0		89.0	80.0	1.0							
3974	03	2020-03-28	A		43.0													
3975	03	2020-03-28	B		76.0													
3976	03	2020-03-28	C		39.0													
3977	03	2020-03-28	D	1.0	7.0	1.0												
3978	03	2020-03-28	E		4.0													
3979	04	2020-03-28	0	8.0	286.0	5.0	3.0	5.0	158.0	128.0	2.0	3.0						
3980	04	2020-03-28	A		44.0													
3981	04	2020-03-28	B	5.0	104.0	2.0												
3982	04	2020-03-28	C	1.0	75.0	1.0												
3983	04	2020-03-28	D	1.0	25.0	1.0												
3984	04	2020-03-28	E	1.0	38.0	1.0												
3985	06	2020-03-28	0	6.0	74.0	2.0	3.0	3.0	42.0	32.0	1.0	1.0						
3986	06	2020-03-28	A	1.0	17.0													
3987	06	2020-03-28	B	4.0	38.0	2.0												
3988	06	2020-03-28	C		16.0													
3989	06	2020-03-28	D	1.0	3.0													
3990	06	2020-03-28	E															
3991	07	2020-03-28	0		9.0				5.0	4.0								
3992	07	2020-03-28	A		2.0													
3993	07	2020-03-28	B		4.0													
3994	07	2020-03-28	C		3.0													
3995	07	2020-03-28	D															
3996	07	2020-03-28	E															
3997	08	2020-03-28	0	6.0	11.0	4.0	4.0	2.0	8.0	3.0	2.0	2.0						
3998	08	2020-03-28	A		1.0													
3999	08	2020-03-28	B		3.0													
4000	08	2020-03-28	C	5.0	5.0	3.0												
4001	08	2020-03-28	D	1.0	1.0	1.0												
4002	08	2020-03-28	E		1.0													
4003	11	2020-03-28	0	1760.0	5193.0	543.0	902.0	858.0	2796.0	2396.0	355.0	188.0	518.0	1722.0	212.0	306.0	709.0	1013.0
4004	11	2020-03-28	A	14.0	584.0	3.0							23.0	245.0				
4005	11	2020-03-28	B	764.0	2187.0	101.0							251.0	697.0				
4006	11	2020-03-28	C	629.0	1476.0	203.0							168.0	428.0				
4007	11	2020-03-28	D	180.0	427.0	100.0							36.0	147.0				
4008	11	2020-03-28	E	173.0	519.0	136.0							32.0	182.0				
4009	24	2020-03-28	0	112.0	920.0	33.0	45.0	67.0	451.0	469.0	16.0	17.0	33.0	333.0	16.0	17.0	149.0	183.0
4010	24	2020-03-28	A	2.0	136.0								1.0	54.0				
4011	24	2020-03-28	B	45.0	329.0	6.0							24.0	172.0				
4012	24	2020-03-28	C	27.0	205.0	7.0							7.0	65.0				
4013	24	2020-03-28	D	14.0	83.0	7.0							1.0	16.0				
4014	24	2020-03-28	E	24.0	167.0	13.0								23.0				
4015	27	2020-03-28	0	317.0	1186.0	130.0	132.0	185.0	566.0	620.0	73.0	57.0	63.0	286.0	20.0	43.0	118.0	168.0
4016	27	2020-03-28	A	9.0	113.0	3.0							1.0	39.0				
4017	27	2020-03-28	B	105.0	399.0	15.0							35.0	131.0				
4018	27	2020-03-28	C	100.0	302.0	35.0							21.0	61.0				
4019	27	2020-03-28	D	46.0	154.0	29.0							4.0	27.0				
4020	27	2020-03-28	E	57.0	218.0	48.0							2.0	28.0				
4021	28	2020-03-28	0	122.0	1218.0	41.0	39.0	83.0	627.0	589.0	15.0	26.0	170.0	553.0	64.0	106.0	224.0	329.0
4022	28	2020-03-28	A	4.0	181.0								10.0	106.0				
4023	28	2020-03-28	B	44.0	432.0	6.0							117.0	277.0				
4024	28	2020-03-28	C	41.0	276.0	13.0							31.0	90.0				
4025	28	2020-03-28	D	14.0	121.0	10.0							4.0	32.0				
4026	28	2020-03-28	E	19.0	208.0	12.0							8.0	48.0				
4027	32	2020-03-28	0	362.0	1907.0	114.0	155.0	207.0	969.0	938.0	55.0	59.0	224.0	935.0	92.0	132.0	403.0	532.0
4028	32	2020-03-28	A	16.0	252.0	3.0							21.0	195.0				
4029	32	2020-03-28	B	147.0	775.0	15.0							114.0	423.0				
4030	32	2020-03-28	C	100.0	427.0	28.0							55.0	189.0				
4031	32	2020-03-28	D	46.0	175.0	28.0							11.0	48.0				
4032	32	2020-03-28	E	53.0	278.0	40.0							22.0	75.0				
4033	44	2020-03-28	0	612.0	2327.0	274.0	278.0	334.0	1131.0	1195.0	162.0	112.0	299.0	927.0	124.0	175.0	404.0	522.0
4034	44	2020-03-28	A	4.0	285.0	2.0							11.0	100.0				
4035	44	2020-03-28	B	188.0	786.0	22.0							165.0	455.0				
4036	44	2020-03-28	C	209.0	603.0	79.0							78.0	189.0				
4037	44	2020-03-28	D	92.0	243.0	72.0							28.0	76.0				
4038	44	2020-03-28	E	119.0	410.0	99.0							17.0	105.0				
4039	52	2020-03-28	0	207.0	1068.0	92.0	88.0	119.0	563.0	505.0	44.0	48.0	133.0	532.0	47.0	86.0	212.0	320.0
4040	52	2020-03-28	A	6.0	142.0								18.0	93.0				
4041	52	2020-03-28	B	84.0	360.0	20.0							84.0	252.0				
4042	52	2020-03-28	C	61.0	295.0	26.0							20.0	80.0				
4043	52	2020-03-28	D	19.0	101.0	14.0							8.0	41.0				
4044	52	2020-03-28	E	37.0	170.0	32.0							3.0	64.0				
4045	53	2020-03-28	0	123.0	1178.0	45.0	48.0	75.0	568.0	610.0	20.0	25.0	59.0	466.0	22.0	37.0	194.0	272.0
4046	53	2020-03-28	A	5.0	165.0								4.0	68.0				
4047	53	2020-03-28	B	61.0	436.0	11.0							37.0	224.0				
4048	53	2020-03-28	C	28.0	263.0	11.0							10.0	62.0				
4049	53	2020-03-28	D	14.0	111.0	11.0							4.0	38.0				
4050	53	2020-03-28	E	15.0	203.0	12.0							4.0	74.0				
4051	75	2020-03-28	0	311.0	2192.0	119.0	132.0	179.0	1045.0	1146.0	58.0	61.0	322.0	1380.0	123.0	199.0	555.0	825.0
4052	75	2020-03-28	A	5.0	253.0	3.0							21.0	205.0				
4053	75	2020-03-28	B	137.0	760.0	24.0							194.0	655.0				
4054	75	2020-03-28	C	93.0	538.0	34.0							85.0	300.0				
4055	75	2020-03-28	D	29.0	222.0	20.0							12.0	79.0				
4056	75	2020-03-28	E	47.0	419.0	38.0							10.0	139.0				
4057	76	2020-03-28	0	270.0	2080.0	132.0	116.0	154.0	1015.0	1065.0	66.0	66.0	130.0	563.0	46.0	84.0	221.0	341.0
4058	76	2020-03-28	A	16.0	270.0	2.0							16.0	97.0				
4059	76	2020-03-28	B	91.0	779.0	26.0							73.0	268.0				
4060	76	2020-03-28	C	79.0	459.0	40.0							32.0	116.0				
4061	76	2020-03-28	D	35.0	210.0	25.0							3.0	27.0				
4062	76	2020-03-28	E	49.0	362.0	39.0							6.0	55.0				
4063	84	2020-03-28	0	606.0	2769.0	232.0	263.0	343.0	1362.0	1407.0	122.0	110.0	271.0	1096.0	105.0	163.0	466.0	622.0
4064	84	2020-03-28	A	7.0	344.0								19.0	158.0				
4065	84	2020-03-28	B	245.0	1055.0	39.0							140.0	478.0				
4066	84	2020-03-28	C	174.0	661.0	52.0							68.0	215.0				
